"Workshop","Workstream","BusinessOwner","Priority","FitGapDecision","DecisionStatus","ScopeItem","TestScript","TenantEvidence","OpenQuestions","KeyValidation","RiskFlag","FollowUpAction","ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","SourceValidationStatus","SourceFile"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito","F2541","Analyze Credit Exposure","Analytical","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito","F4596","Manage Credit Accounts","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_CREDIT_ACC","FIN-FIO-CCD-CR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito datos","F4825","Display Credit Account Data","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_DISP_DATA","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito decision","F5587","Manage Documented Credit Decisions","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_CASES","FIN-FIO-CCD-CR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito exposure","F4826","Display Credit Exposure","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_CREDIT_ACC","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito jobs","F3748","Schedule Credit Management Jobs","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_PERIODC_ACT","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Process Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito limit request","F5602","Manage Credit Limit Requests","Transactional","Others","S32PCE","Si","SAP_SFIN_BC_CR_CASES","FIN-FIO-CCD-CR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"O2C credit management","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito log","F2162","Display Credit Management Log","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_DISP_DATA","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"L2C/O2C commercial document flow","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer balances","F0703A","Display Customer Balances (Version 2)","Analytical","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"L2C/O2C commercial document flow","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer line items","F0711","Manage Customer Line Items","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Fallback and transition controls","Lead-to-Cash / Order-to-Cash","Process Owner + Security Lead","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Is this fallback required for the target process, or can the Fiori standard app cover the scenario?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated; Fallback approval and SoD control documented","Fallback dependency","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer line items fallback","FBL5N","Manage Customer Line Items - FBL5N","SAP GUI","Other / validate","S32PCE","No / validar","Without Catalog Assignment","FI-GL-IS","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"L2C/O2C commercial document flow","Lead-to-Cash / Order-to-Cash","Finance AR / Treasury Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer list","F2640","Display Customer List","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
