"ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","ValidationStatus","SourceFile"
"Plan-to-Produce","P2Produce","Production/process orders","F0273","Manage Production Orders or Process Orders","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_PLNG_INH_PRODN","PP-FIO-MRP","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Reservation items","F5601","Manage Reservation Items","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_RESV_PROCESS","MM-FIO-IM-RSV","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Reservations","F4839","Manage Manual Reservations","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_RESV_PROCESS","MM-FIO-IM-RSV","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Routings","F5425","Manage Routings","Transactional","Production Engineer - Discrete Manufacturing","S32PCE","Si","SAP_SCM_BC_PROC_ENG","PP-BD-RTG","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Stock management","F1062","Manage Stock","Transactional","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MANAGE","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Stock multiple materials","F1595","Stock - Multiple Materials","Analytical","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MONITORING","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Stock single material","F1076","Stock - Single Material","Analytical","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MANAGE","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Supervisor responsibility","F7044","My Area of Responsibility - Production Supervisor","Transactional","Production Supervisor - Process Manufacturing","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MNTR","PP-FIO-SFC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Supply to production","F4535","Plan Supply to Production","Transactional","Production Supervisor - Lean Manufacturing","S32PCE","No / validar","SAP_LE_BC_PRODN_REPLN_PLNG","LE-JIT","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Technical completion jobs","F3841","Schedule Order Technical Completion Run","Transactional","Others","S32PCE","Si","SAP_SCM_BC_PRODN_ORD_MGMT","PP-SFC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Usage decision fallback","QA11","Record Usage Decision","SAP GUI","Other","S32PCE","Si","SAP_QM_BC_USAGE_DECISION","QM-IM-UD","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Usage decisions","F2345","Manage Usage Decisions","Transactional","Quality Engineer","S32PCE","Si","SAP_QM_BC_USAGE_DECISION","QM-FIO-IM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","WIP event-based","F3498","Work in Process - Event-Based","Analytical","Cost Accountant - Production","S32PCE","Si","SAP_SFIN_BC_PRD_EB_REP","CO-FIO-OBJ-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Work center capacities","F5381","Mass Maintenance Of Work Center Capacities","Transactional","Production Planner","S32PCE","Si","SAP_SCM_BC_CFS","PP-BD-WKC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Work center capacity","F3289","Manage Work Center Capacity","Transactional, Analytical","Production Planner","S32PCE","Si","SAP_SCM_BC_CFS","PP-CFS-CE","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Work center fact sheet","F2262","Work Center Object Page","Fact sheet","Production Planner","S32PCE","Si","SAP_SCM_BC_MFG_MD_OBJ_PGS","PP-FIO-BD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Work center groups","F4044","Manage Work Center Groups","Transactional","Production Engineer - Discrete Manufacturing (Manufacturing Engineering)","S32PCE","Si","SAP_SCM_BC_PROC_ENG","PP-BD-WKC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Work center person responsible","F6716","My Area of Responsibility - Work Center Person Responsible","Transactional","Others","S32PCE","Si","SAP_SCM_BC_CFS","PP-BD-WKC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Plan-to-Produce","P2Produce","Work center responsibility","F5266","My Area of Responsibility - Work Center Groups","Transactional","Others","S32PCE","Si","SAP_SCM_BC_CFS","PP-FIO-MRP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-plan-to-produce-app-inventory.md"
"Record-to-Report","R2R/FI","AP line items","F0712","Manage Supplier Line Items","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_DOC_PROC","FI-FIO-AP-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","AP periodic jobs","F2257","Schedule Accounts Payable Jobs","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_PERIOD_ACT","FI-FIO-AP-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","AR dunning","F2435","My Dunning Proposals","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","AR dunning fallback","F150","Create Dunning Notices","SAP GUI","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DUNNING","FI-AP-AP-B","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","AR line items","F0711","Manage Customer Line Items","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","AR periodic jobs","F2366","Schedule Accounts Receivable Jobs","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_PERIODICACT","FI-FIO-AR-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Automatic payments","F0770","Manage Automatic Payments","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_PAY_PROC","FI-FIO-AP-PAY","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Automatic payments fallback","F110","Schedule Automatic Payments","SAP GUI","Other","S32PCE","No / validar","SAP_SFIN_BC_APAR_OPER","FI-AP-AP-B","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Automatic payments fallback","F110S","Schedule Automatic Payments Periodically","SAP GUI","Other","S32PCE","No / validar","SAP_SFIN_BC_APAR_PAYM","FI-AP-AP-B","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Bank account management","F1366A","Manage Bank Accounts","Transactional","Cash Manager","S32PCE","Si","SAP_SFIN_BC_CM_BAM_BASIC","FIN-FSCM-CLM-BAM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Bank master / house bank","F1574A","Manage Banks - Cash Management","Transactional","Cash Manager","S32PCE","Si","SAP_SFIN_BC_CM_BAM_BASIC","FIN-FSCM-CLM-BAM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Bank master data","F6437","Manage Banks - Master Data","Transactional","Master Data Specialist - Bank Data","S32PCE","Si","SAP_CA_BC_BNK","CA-BK-BNK","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Bank statement exception handling","FEB_BSPROC","Reprocess Bank Statement Items - FEB_BSPROC","SAP GUI","Other","S32PCE","Si","SAP_SFIN_BC_BA_BANKSTAT","FI-BL-PT-BA","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Clearing by ledger group","FB1SL","Clear G/L Accounts - For Ledger Group","SAP GUI","General Ledger Accountant","S32PCE","No / validar","SAP_SFIN_BC_GL_JE_CLRING","FI-GL-GL-A","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Clearing fallback","F-03","Clear G/L Accounts","SAP GUI","Other","S32PCE","No / validar","Without Catalog Assignment","FI-AP-AP-B","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Correspondence","F0744A","Create Correspondence (Version 2)","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_APAR_CORR","FI-FIO-AR-IS","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Foreign currency valuation","FAGL_FCV","Perform Foreign Currency Valuation","SAP GUI","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CLOSING","FI-GL-GL-G","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","GL master data","F0731A","Manage G/L Account Master Data (Version 2)","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_MD_COA","FI-FIO-GL-MD","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry","F0717","Manage Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry","F0717A","Manage Journal Entries - New Version","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry","F0718","Post General Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry upload","F2548","Upload General Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_JE_PROC","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry verification","F2547A","Verify General Journal Entries - New Version","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_PARKDCPRE","FI-FIO-GL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry verification","F2728","Verify Journal Entries in General Ledger - For Processor (Inbox)","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_PARKDCPST","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Journal entry verification","F2729","Verify Journal Entries in General Ledger - For Processor (Outbox)","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_PARKDCPST","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Payment media","F1868","Manage Payment Media","Transactional","Accounts Payable Accountant","S32PCE","Si","SAP_SFIN_BC_AP_PAY_PROC","FI-FIO-AP-PAY","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Periodic jobs","F1927","Schedule General Ledger Jobs","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CLOSING","FI-FIO-GL-PER","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Recurring postings","F1598","Manage Recurring Journal Entries","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CLOSING","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Reporting financiero","F0708","Balance Sheet/Income Statement","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_REPORTING","FI-GL-GL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Reporting financiero","W0097","Trial Balance Comparison","Web Dynpro","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_REPORTING","FI-FIO-GL-IS","Standard / legacy UI","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Reporting financiero","W0161","Balance Sheet / Income Statement - Multidimensional","Web Dynpro","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_REPORTING","FI-FIO-GL","Standard / legacy UI","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Responsibility management","F3932","Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CONTROL","FI-FIO-GL-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Substitution / validation","F4406","Manage Substitution and Validation Rules","Transactional","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_CA_BC_ACC_CONFIG","FI-SL-VSR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Substitution / validation audit","F4886","Substitution/Validation Log","Analytical","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_TRM_BC_SUBVALLOG","FI-SL-VSR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Substitution / validation audit setup","F4945","Set Substitution/Validation Logging","Transactional","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_CA_BC_ACC_CONFIG","FI-SL-VSR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Record-to-Report","R2R/FI","Workflow control","F2720","Manage Workflows for Journal Entry Verification - In General Ledger","Transactional","General Ledger Accountant","S32PCE","Si","SAP_SFIN_BC_GL_CONTROL","FI-FIO-GL-CA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-fi-r2r-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Aprobacion contratos","F0400A","My Inbox - Approve Purchase Contracts","Transactional","Manager - Procurement","S32PCE","No / validar","Without Catalog Assignment","MM-FIO-PUR-SQ-CON","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Aprobacion PO","F0402A","My Inbox - Approve Purchase Order","Transactional","Purchasing Manager","S32PCE","Si","SAP_PRC_BC_PURCHASING_MNGR","MM-FIO-PUR-PO-WFL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Aprobacion PR","F0401A","My Inbox - Approve Purchase Requisitions","Transactional","Manager - Procurement","S32PCE","Si","SAP_FND_BC_MANAGER_T","MM-FIO-PUR-REQ-SSP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Aprobacion SES","F2446","My Inbox - Approve Service Entry Sheets","Transactional","Employee - Procurement","S32PCE","Si","Without Catalog Assignment","MM-FIO-SRV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Blocked invoices","MRBR","Release Blocked Invoices","SAP GUI","Accounts Payable Accountant - Procurement","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-IV-LIV","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Business partner","F3163","Manage Business Partner Master Data","Transactional","Master Data Specialist - Business Partner Data","S32PCE","Si","SAP_CMD_BC_BP_MAINT","LO-MD-BP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Central contracts","F3144","Manage Central Purchase Contracts","Transactional","Purchaser - Central Procurement","S32PCE","Si","SAP_PRC_BC_PURCHASER_CPC","MM-PUR-HUB-CTR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Comparacion cotizaciones","F2324","Compare Supplier Quotations","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-PUR-RFQ","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Confirmacion recepcion","F4489","Confirm Receipt of Goods-New","Transactional","Others","S32PCE","Si","SAP_PRC_BC_EMPLOYEE","MM-PUR-HUB-CNF","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Contract leakage","F0572","Off-Contract Spend","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Contratos","F1600A","Manage Purchase Contracts (Version 2)","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-SQ-CON","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","ERS","MRRL","Create Evaluated Receipt Settlement","SAP GUI","Other","S32PCE","Si","Without Catalog Assignment","MM-IV-LIV","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Global spend analytics","F3679","Global Purchasing Spend","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PUR_CNTRL_ANA","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods movement fallback","MIGO","Goods Movement, Post Goods Movement","SAP GUI","Other","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-IM","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods receipt","F0843","Post Goods Receipt for Purchasing Document","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods receipt sin referencia","F3244","Post Goods Receipt without Reference","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","GR/IR clearing","MR11","Clear GR/IR Accounts, Clear GR/IR Clearing Account","SAP GUI","Other","S32PCE","Si","SAP_SFIN_BC_IA_PER_GRIR","MM-IV-CA","SAP GUI fallback","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Info records","F1982","Manage Purchasing Info Records","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-IR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitor supplier confirmations","F2359","Monitor Supplier Confirmations","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-PUR-GF-MON","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo PO","F2358","Monitor Purchase Order Items","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-PUR-GF-MON","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo PR","F2424","Monitor Purchase Requisition Items","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo scheduling agreements","F3143","Monitor Scheduling Agreement Items","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Pedido de compra","F0842A","Manage Purchase Orders (Version 2)","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-FIO-PUR-PO","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Physical inventory","F0379A","Manage Physical Inventory Documents","Transactional, Fact sheet","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_PI_MANAGE","MM-FIO-IM-PI","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Procesamiento de requisiciones","F1048A","Process Purchase Requisitions ( Version 2 )","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-FIO-PUR-REQ-SOC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Procesamiento fallback","ME57","Assign and Process Purchase Requisitions","SAP GUI","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR","SAP GUI fallback","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Procurement overview","F1990","Procurement Overview Page","Transactional, Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PRC_OVP","MM-PUR-HBA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Product master","F1602","Manage Product Master","Transactional","Master Data Specialist - Product Data","S32PCE","Si","SAP_CMD_BC_PR_MAINT","LO-MD-MM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Quota arrangements","F1877","Manage Quota Arrangements","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-PUR-SQ-QTA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
