"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0030","Design-to-Operate","Equipment fallback","Engineering change management and product structures","TBD - validate in SAP Process Navigator / tenant","IE02","Change Equipment","Other","Without Catalog Assignment","TBD","PM-EQM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","IE02","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0031","Design-to-Operate","Field data capture","Maintenance management, planning and execution","TBD - validate in SAP Process Navigator / tenant","F1041","Capture Field Data","Field Operator (Oil & Gas)","SAP_OILUPS_BC_FDOPERATOR","TBD","IS-OIL-UOM-FDC","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1041","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0032","Design-to-Operate","Functional location fact sheet","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","F0227","Functional Location","Maintenance Technician","Without Catalog Assignment","TBD","PM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","W13","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0227","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0033","Design-to-Operate","Functional location fallback","Technical object and asset master data","TBD - validate in SAP Process Navigator / tenant","IL01","Create Functional Location","Other","Without Catalog Assignment","TBD","PM-EQM-FL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","IL01","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0034","Design-to-Operate","Functional location fallback","Engineering change management and product structures","TBD - validate in SAP Process Navigator / tenant","IL02","Change Functional Location","Other","Without Catalog Assignment","TBD","PM-EQM-FL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","IL02","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0035","Design-to-Operate","Inspection analytics","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F3273","Inspection Lot Detailed Analytics","Quality Manager","SAP_QM_BC_ANALYTICS","TBD","QM-QC-IS","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3273","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0036","Design-to-Operate","Inspection characteristic","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F2219","Display Master Inspection Characteristic","Quality Technician","SAP_QM_BC_MSTR_INSP_CHARC","TBD","QM-FIO-PT","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2219","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0037","Design-to-Operate","Inspection checklist","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F6607","Manage Inspection Checklists","Maintenance Planner","SAP_EAM_BC_INSPCHKLST","TBD","PM-FIO-WOC-CHL","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F6607","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0038","Design-to-Operate","Inspection lot","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F2343","Manage Inspection Lots","Quality Technician","SAP_QM_BC_INSPECTION_LOT","TBD","QM-FIO-IM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2343","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0039","Design-to-Operate","Inspection processing fallback","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","QA32","Change Data for Inspection Lot","Other","Without Catalog Assignment","TBD","QM-IM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Private Cloud Edition / On-Premise; Public Cloud validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","QA32","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0040","Design-to-Operate","Inspection results","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F1685A","Record Inspection Results (Version 2)","Quality Technician","SAP_QM_BC_RESULT_RECG","TBD","QM-FIO","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1685A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"SCI-TRACE-0041","Design-to-Operate","Inspection results","Quality management and defect processing","TBD - validate in SAP Process Navigator / tenant","F3365","Record Inspection Results in Table Form","Quality Technician","SAP_QM_BC_RESULT_RECG","TBD","QM-IM-RR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3365","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Operations / Maintenance / Quality / EHS Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
