"ProcessFamily","Source","Workshop","Subprocess","AppId","AppName","ScopeItemId","ScopeItemCandidate","ScopeItemConfidence","SAPBestPracticesValidation","TenantScopeValidation","TestScriptReference","BusinessOwner","FitGapDecision","DecisionStatus","PublicCloud2602","BusinessCatalog","Component","SourceFile"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance confirmation","F2174","Find Maintenance Order Confirmation","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","Si","SAP_EAM_BC_ORD","PM-FIO-WOC-JC","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate product lifecycle and engineering change","Maintenance item mass change","F8519","Schedule mass changes for maintenance items","TBD - validate in SAP Process Navigator / tenant","Engineering change management and product structures","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Engineering / PLM Owner","TBD - standard first","Open","Si","SAP_EAM_BC_MPLANIT_MC","PM-PRM-MP","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance job package log","F8771","Application Log for Maintenance Job Package","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","Si","SAP_EAM_BC_WRKPCK_MNG_PC","PM-FIO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance notification","F0228","Maintenance Notification","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","PM-FIO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance notification","F2071","Find Maintenance Notification","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","Si","SAP_EAM_BC_NTF","PM-FIO-WOC-MN","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance notification fallback","IW21","Create PM Notification","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","PM-WOC-MN","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate product lifecycle and engineering change","Maintenance notification fallback","IW22","Change PM Notification","TBD - validate in SAP Process Navigator / tenant","Engineering change management and product structures","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Engineering / PLM Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","PM-WOC-MN","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance order","F0231","Maintenance Order","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","PM-FIO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance order","F2173","Find Maintenance Order and Operation","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","Si","SAP_EAM_BC_ORD","PM-FIO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance order","F2175","Find Maintenance Order","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","Si","SAP_EAM_BC_ORD","PM-FIO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate maintenance planning, orders and execution","Maintenance order fallback","IW31","Create Maintenance Order","TBD - validate in SAP Process Navigator / tenant","Maintenance management, planning and execution","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Maintenance Planner / Operations Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","PM-WOC-MO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate product lifecycle and engineering change","Maintenance order fallback","IW32","Change Maintenance Order","TBD - validate in SAP Process Navigator / tenant","Engineering change management and product structures","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Engineering / PLM Owner","TBD - standard first","Open","No / validar","Without Catalog Assignment","PM-WOC-MO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
"Design-to-Operate","D2Operate","D2Operate product lifecycle and engineering change","Maintenance order mass change","F8758","Mass Schedule Order Change","TBD - validate in SAP Process Navigator / tenant","Engineering change management and product structures","Internally validated candidate - official scope ID pending","Not confirmed - validate scope item, process flow, test script and country/edition availability","Pending - confirm activated scope and role visibility in tenant","TBD - link SAP Best Practices / Cloud ALM test script","Engineering / PLM Owner","TBD - standard first","Open","Si","SAP_EAM_BC_MNTWRK_MNG_PC","PM-FIO-WOC-MO","docs/deliverables/s4hana-fiori-design-to-operate-app-inventory.md"
